Samples,Methanobacteriaceae,Cohaesibacteraceae,UTPRO1,Nannocystaceae,Solirubrobacteraceae,Cardiobacteriaceae,Desulfomicrobiaceae,Syntrophobacteraceae,unclassified_Polyangiales,Sulfuricellaceae,unclassified_Luteitaleia,CAG.138,unclassified_Thermodesulfovibrionales,Ethanoligenenaceae,UBA1067,unclassified_Sphingobacteriales,Diplorickettsiaceae,X2.12/FULL.35.15,Methylophilaceae,SCN.69.37,Thermoanaerobaculaceae,Savagellaceae,Sulfurovaceae,Desulfomonilaceae,Akkermansiaceae,Thiovulaceae,Planctomycetaceae,Mitochondria,unclassified_Cyanobacteriia,unclassified_Cyanobacteriales,unclassified_Myxococcota,Vibrionaceae,OSC116,Methylococcaceae,unclassified_Pseudomonadales,Pelobacteraceae,Hydrogenophilaceae,unclassified_Verrucomicrobiae,Luteitaleaceae,unclassified_Desulfatiglanales,Chthoniobacteraceae,Anaerotignaceae,Cellulosilyticaceae,Turneriellaceae,Turicibacteraceae,unclassified_Syntrophales,unclassified_Actinobacteria,Dermatophilaceae,Exiguobacteraceae,Desulfobaccaceae,Treponemataceae_B,Saccharimonadaceae,Mucispirillaceae,Anaerofustaceae,unclassified_OPB41,unclassified_Chthoniobacterales,X2.02/FULL.66.22,Ilumatobacteraceae,CG2.30.64.16,UBA1381,unclassified_Microtrichales,Collierbacteraceae,Bacteriovoracaceae,Carnobacteriaceae,RBG.13.43.22,CAG.508,Paludibacteraceae,Nitrososphaeraceae,Nitrosopumilaceae,Pasteurellaceae,Filifactoraceae,Sphingomonadaceae,Desulfovibrionaceae,Xanthobacteraceae,Campylobacteraceae,Beijerinckiaceae,Erysipelatoclostridiaceae,Gastranaerophilaceae,Selenomonadaceae,Helcococcaceae,Erysipelotrichaceae,Flavobacteriaceae,Eubacteriaceae,Corynebacteriaceae,Anaerovoracaceae,Burkholderiaceae,Neisseriaceae,Moraxellaceae,Enterobacteriaceae,Rhodobacteraceae,Rhizobiaceae,Steroidobacteraceae,Pseudomonadaceae,Psychromonadaceae,Methylomonadaceae,Rhodanobacteraceae,Xanthomonadaceae,Clostridiaceae,Caulobacteraceae,Acetobacteraceae,Peptostreptococcaceae,Peptoniphilaceae,Ruminococcaceae,Lachnospiraceae,Leptotrichiaceae,Acidaminococcaceae,Negativicoccaceae,Actinomycetaceae,Geodermatophilaceae,Microbacteriaceae,Pseudonocardiaceae,Bifidobacteriaceae,Micrococcaceae,Dermabacteraceae,Veillonellaceae,Dialisteraceae,Paenibacillaceae,Gemellaceae,Staphylococcaceae,Mycoplasmataceae_B,Treponemataceae,Megasphaeraceae,Nocardioidaceae,Porphyromonadaceae,Chitinophagaceae,Eggerthellaceae,Coriobacteriaceae,Atopobiaceae,Bacteroidaceae,Ureaplasmataceae,Devosiaceae,Butyricicoccaceae,Oscillospiraceae,DTU089,Lactobacillaceae,Aerococcaceae,Enterococcaceae,Streptococcaceae,Fusobacteriaceae,Geobacteraceae,UBA660,Marinifilaceae,Weeksellaceae,Dysgonomonadaceae,Muribaculaceae,Hymenobacteraceae,Cyclobacteriaceae,Rikenellaceae,Tannerellaceae,Sphingobacteriaceae,Spirosomaceae,unclassified_Bacteria,Hyphomicrobiaceae,unclassified_Alphaproteobacteria,Prolixibacteraceae,unclassified_Betaproteobacteriales,unclassified_Bacteroidia,unclassified_Anaerolineales,unclassified_Anaerolineae,unclassified_Rhizobiales,MBNT15,UKL13.2,Reyranellaceae,unclassified_Proteobacteria,Desulfobulbaceae,Gemmatimonadaceae,unclassified_Pirellulales,unclassified_Chitinophagales,Saprospiraceae,unclassified_Actinobacteriota,unclassified_Desulfobacterales,unclassified_Flavobacteriales,unclassified_Oscillospirales,RBG.16.70.10,Desulfocapsaceae,Anaerolineaceae,unclassified_Xanthomonadales,CSP1.4,Polyangiaceae,unclassified_Gammaproteobacteria,Rhodomicrobiaceae,unclassified_Bacilli,Nitrospiraceae,unclassified_Geobacterales,Halomonadaceae,Halieaceae,unclassified_Desulfobacterota,envOPS12,Hyphomonadaceae,Rhodocyclaceae,Pyrinomonadaceae,unclassified_Luteitaleales,Opitutaceae,unclassified_Clostridia,Christensenellaceae,OLB5,unclassified_Lachnospirales,unclassified_Actinomycetales,unclassified_Bacillales,Bacillaceae_A,Caldibacillaceae,unclassified_Desulfuromonadales,Holophagaceae,unclassified_Lactobacillales,unclassified_Bacteroidota,vadinHA17,Solibacteraceae,Pedosphaeraceae,unclassified_Pedosphaerales,UBA2206,UBA932,unclassified_Bacteroidales,Fimbriimonadaceae,unclassified_Ignavibacteriales,Ignavibacteriaceae,Propionibacteriaceae,Barnesiellaceae,unclassified_Cytophagales
100054.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.26550815,0,0,0,0,0,0,0,0,4.121159951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312046054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301285845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100054.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109968303,0,0,94.15874248,0,0,0,0,0,0,0,0,4.748043211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155249369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718028333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109968303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100055.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040092212,0,0,0,0,0.055126792,0,0,0,0.020046106,0,0,0,0,0,0,0,0,0,0,0.01503458,0,0,0,0,0,0,0,0.145334269,0.075172898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636463867,0,0,0,0,0,0,0,0,0,0,0,0,0,99.01272928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100051.c.057,0,0,0,0,0,0.069477456,0,0,0,0,0,0,0,0,0.010970125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014626833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391267781,0,0,3.8651406,0.043880499,0,0,0,0.650894065,0,0,0,0.084104289,0.296193367,0.215745786,0.131641496,0.076790873,0.380297656,0.277909826,0.109701247,5.887300252,0,24.11964749,0,0,0,0,0,0,0,0,0,0,0,0.332760449,0,0.032910374,0.577759901,0.479028778,0,0,0.749625187,0,0,0,0.084104289,0.998281347,0,6.187150327,0.117014663,0,1.802757158,0,0,0.844699601,0.127984788,0,0.37298424,0,0,0,0.197462244,8.015504443,0,0,0,0,0,0.040223791,0.307163491,0.482685487,7.368267086,28.25172779,0,0,0,0.036567082,0,0,0,0,0,0.073134165,0,0,3.996782097,0,0,0,0,0.489998903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292536659,0.032910374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032910374,0,0,0,0,0,0,0,0,0,1.049475262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100051.c.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203282265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793296643,0,0,0,0,0,0,0,0,0,0.019832416,0,0,0.039664832,0,0,0,0.590014379,0,0,0,19.20769498,0,0,0,0.079329664,0.114036392,0,0,0,0,0,0,0,0,0,0,0,0.07437156,0,0,0.594972483,0,8.53289702,62.28370271,0,0,0,0.118994497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143785017,3.386385046,0.019832416,0.758589915,0,0,0.153701225,0.094203976,0.466061778,0.277653825,0,0,0.213198473,0,0,0,0.04958104,0,0,0,0,0,0.143785017,0.168575537,0,0,1.34364619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04958104,0,0,0,0,0,0,0,0,0,0.079329664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100052.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.72826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011814745,0,0,0,0.082703214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177221172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100052.c.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.88721077,0,0,0,0,0,0,0,0,0.02975969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104158917,0,0,23.04144037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200877911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73655234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100053.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100055.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031449013,0,0,0,0,0,0,0,0,0,2.60240585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055035773,0,0,0,0,7.02885447,0,0,0,0,0,0,0,0,0.731189559,0,0,1.022092932,0,0,0,0,0,0,16.51073198,0,0,0,0,0.078622533,0,48.50224074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16510732,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79526692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.398380376,0,0,0,0,0,0,0,0,0,0,0,0.078622533,0,0
100055.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227061015,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762459245,0,0,0,0,0.046576619,0,0,0,0,0,0,0,0,0.95482068,0,0,0.08733116,0,0,0,0,0,0,40.18397764,0,0,0,5.752212389,0.128085701,0.075687005,8.017000466,0,0,0,0,0,0,0,0,0,0,0,0,3.871681416,0,0,0,0,0,0,12.58733116,0,0,0.983931067,10.00815091,0,0,0,0,0,0,0,0,0,0,0,0,7.388216116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.935724266,0,0,0,0,0,0,0,0,0,0,0,0.989753144,0,0
100057.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593723494,0,0,0,0,0,0,0,0.016963528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96692112,0,0.033927057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294034493,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09443031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100058.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035260931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.10460743,0,0,0,0,0,0,0,0,0.558298072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023507287,0,0,0.393747062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393747062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.490832158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100058.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.78731202,0,0,0,0,0,0,0,0,2.508530267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159358,0,4.435738658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139011753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097813724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100061.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.78331528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021668472,0,0,0,0,0,0,0,0.036114121,0,0,0.057782593,0,0.014445648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086673889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100062.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020126799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130824192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42024756,0,0,0,0.030190198,0,0.382409178,0.030190198,0.447821274,0,0,0,0.140887592,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998893026,63.19814833,0,0,0,0.060380396,0,0,0,2.691959344,0,0,0,0,0.115729093,0,0,0,0,0,0,0,0,0.34215558,2.596357049,0,0.734628157,0,0,0,0.261648385,0,0.52329677,0,0,3.673140787,0,0,0,0,0,0,0,0,0,0.055348697,0.035221898,0,0,3.366207105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.35171581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392472577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100063.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081976812,0,0,1.024710153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111254245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08712964,0,0,0,0.105398759,0,0,0.01756646,0.49771636,0.029277433,0,0,0.128820705,0,0,0,0.01756646,0,0,0,0,10.93804895,0,0,5.931607917,0,1.036421127,68.90151072,0,0,0,0,0,0,0,0.73779131,0,0,0,0.158098138,0.040988406,0,0,0,0,0,0,0,0,0.368895655,0,0,0.310340789,0,0,0.070265839,0.368895655,3.413748683,0,0,0,0.046843893,0,0,0,0,0,0,0,0,0,0.105398759,0.011710973,0,0,0.731935824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169809111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556271226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100063.c.056,0.924920957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089660705,0,0,0,0,0,0,0,0,0,0.132131565,0,0,0,0,0,0,0.783351423,0,0,0,0.22179227,0,0,0,0.028313907,0.018875938,0,0,0.405832665,0,0,0,0,0,0,0,0,1.108961352,0,0,5.521211835,0,13.09046293,25.43532632,0,0,0,0,0,0,0,3.270256241,0,0,0.066065783,1.915907697,0.127412581,0,0,0,0,3.05790194,0,0,0,0.018875938,0.552121184,0,29.07838233,0,0,0.53796423,0.618186966,1.859279883,0,0,0,0.070784767,0,0,0,0.174602426,0,0,0,0,0,8.244065877,0,0,0,0.924920957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184465103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53796423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100064.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032753327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888433982,0.028659161,2.81678608,24.19242579,0,0,0,1.00716479,0,0,0,0.024564995,0.032753327,0,0,0,0,0,0,0,0,0,0.008188332,0,0,0,0.229273286,0,0,0.065506653,0,0,0,0,0,0,0,0,0,0,0,0,0,69.51484135,0,0,0,0,0,0,0,0.094165814,0.040941658,0,0,0,0,0.933469806,0,0,0,0,0,0,0,0,0.090071648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100064.c.053,0,0,0,0,0,0.046970409,0.130846138,0,0,0,0,0.157686372,0,0,0,0,0,0,0,0,0,0,0,0,2.382070724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087230759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664295779,0.057035496,0,0,7.287123398,0.49654432,0,0,0,0.530094612,0,2.60350265,0,0.204656781,0.674360867,4.096490639,0,0.030195263,0.184526605,1.801650674,0.020130175,1.674159565,0.010065088,0.063745555,0,0,0,0,0,0,0,0,1.81842582,0,0,3.284573576,0,0.509964437,16.56713413,1.647319332,0,0,0.399248473,0,0,0,0.821982151,1.348721734,0,3.563040998,0.362343152,0,3.576461115,0,0.080520701,0.865597531,0.063745555,0,4.542709522,0,0.154331343,0.241562102,0.348923036,7.381064215,0,0,0,0,0.90921291,0,0.181171576,0,8.796886533,9.316916057,0,0.399248473,0,0.060390525,0,0,0,0,0.057035496,0.45292894,0,0,3.952224384,0,0,0,0,0.187881635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238207072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.200496544,0,0,0,0,0,0,0,0,0,0.342212977,0,0,0,0,0,0,0.12413608,0,0,0,0,0,0,0
100065.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034916201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.37849162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398044693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020949721,0,0,0,0,0,0,0,0.069832402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097765363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100066.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066066066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06006006,0,0,0,0,92.77477477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744744745,0,0,0.606606607,0,0,0.096096096,0,0,0,0,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0,0,5.51951952,0,0,0,0,0,0.024024024,0,0,0,0,0,0,0,0,0.09009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100004.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42752443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325732899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285016287,0,0,0,0,6.005700326,0,0,0,0.468241042,0.122149837,0,0,0,0.468241042,0,1.465798046,4.356677524,0,0,0.223941368,0.69218241,0,0,0,0,0.285016287,0.346091205,0,1.404723127,0,0.325732899,75.24429967,0,0,0,0.223941368,0,0,0,1.404723127,0,0,0.101791531,0,0,0,0,0,0,0,0,0,0,1.913680782,0,0,0.244299674,0,0,0,0,0,0,0,0.285016287,0.529315961,0,0,0,0,0.366449511,0,0,0,0,0,0,0,0,0.346091205,0,0.651465798,0,0.549674267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69218241,0,0,0,0.244299674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100036.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269450994,80.95879645,0,0,0,0,0,0,0,0,0.437857865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.40204334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909397103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022454249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
